tenure,monthly_charges,total_charges,support_calls,data_usage_gb,contract_type,payment_method,internet_service,paperless_billing,is_senior,churned
45,71.92,3019.88,3,5.75,month-to-month,mailed_check,dsl,0,0,0
16,73.32,1028.73,7,63.84,two-year,credit_card,fiber,1,0,1
13,37.79,468.87,6,16.26,month-to-month,credit_card,fiber,1,0,0
21,81.31,1682.72,0,4.54,month-to-month,bank_transfer,dsl,1,0,1
13,21.41,193.4,4,9.28,month-to-month,electronic_check,fiber,1,0,0
35,112.77,3920.4,7,12.8,one-year,electronic_check,fiber,0,0,0
71,46.46,3307.81,8,23.75,one-year,credit_card,dsl,0,0,0
42,23.96,1139.73,3,9.32,month-to-month,electronic_check,fiber,1,0,1
52,30.82,1587.76,10,14.27,month-to-month,credit_card,fiber,1,0,0
35,44.02,1600.57,7,19.85,month-to-month,credit_card,fiber,1,0,0
1,47.39,0.0,4,22.67,month-to-month,bank_transfer,fiber,1,0,1
6,23.28,225.49,6,15.1,month-to-month,bank_transfer,dsl,0,0,0
19,47.94,967.22,9,51.22,one-year,electronic_check,fiber,0,0,1
17,39.29,797.8,2,26.74,month-to-month,credit_card,dsl,1,0,0
60,57.86,3578.62,1,25.69,month-to-month,credit_card,fiber,0,0,0
60,58.52,3599.51,4,25.02,month-to-month,credit_card,fiber,1,0,0
61,53.9,3273.14,0,35.41,month-to-month,electronic_check,dsl,1,0,0
45,52.79,2412.29,9,18.87,two-year,mailed_check,dsl,0,0,1
40,28.97,1318.33,10,6.57,month-to-month,electronic_check,none,0,1,1
46,22.52,938.11,6,21.88,month-to-month,electronic_check,dsl,1,0,0
29,40.21,1071.83,10,23.95,one-year,mailed_check,dsl,1,1,0
48,95.66,4618.89,0,39.25,month-to-month,credit_card,dsl,1,0,0
57,119.08,6849.85,6,5.96,two-year,credit_card,fiber,0,0,0
54,112.85,5970.28,4,7.42,two-year,bank_transfer,dsl,0,1,0
44,70.42,3087.27,3,16.67,one-year,credit_card,fiber,0,0,0
4,73.18,278.62,3,25.53,two-year,bank_transfer,fiber,0,0,1
52,51.46,2343.63,5,4.95,month-to-month,bank_transfer,dsl,0,0,0
26,97.39,2499.2,7,6.12,month-to-month,bank_transfer,fiber,1,0,0
53,96.48,5089.84,1,29.97,month-to-month,bank_transfer,dsl,0,0,0
38,104.43,3944.3,6,5.15,month-to-month,bank_transfer,dsl,1,0,0
63,109.55,7114.04,10,7.51,month-to-month,credit_card,fiber,1,0,1
24,63.43,1339.95,0,31.31,month-to-month,mailed_check,dsl,1,1,0
67,96.69,6354.54,9,25.27,month-to-month,electronic_check,fiber,1,1,0
60,100.64,5646.57,6,9.4,month-to-month,credit_card,fiber,0,0,1
23,50.85,1097.41,3,23.21,one-year,credit_card,dsl,1,0,0
34,112.92,3779.93,8,20.08,month-to-month,credit_card,none,0,0,1
38,29.43,1041.84,6,14.64,month-to-month,credit_card,fiber,0,0,0
55,119.43,6734.8,8,11.75,month-to-month,credit_card,dsl,1,1,1
49,97.01,4882.58,0,22.55,one-year,credit_card,fiber,0,0,0
61,29.33,1800.81,0,5.61,month-to-month,electronic_check,none,0,0,0
26,85.62,2170.53,7,22.36,one-year,electronic_check,fiber,1,0,1
36,23.42,997.05,3,18.71,month-to-month,electronic_check,fiber,1,0,0
31,97.02,3004.66,2,19.73,month-to-month,electronic_check,fiber,0,0,1
65,99.92,6372.06,4,7.21,two-year,electronic_check,dsl,0,0,1
21,80.24,1427.6,7,39.92,month-to-month,electronic_check,dsl,0,0,1
42,105.69,4372.78,1,9.43,month-to-month,mailed_check,fiber,1,0,0
8,29.79,351.52,10,10.75,month-to-month,electronic_check,fiber,1,0,1
61,47.59,3244.47,4,14.19,month-to-month,electronic_check,fiber,0,0,0
27,61.42,1667.58,1,25.22,month-to-month,electronic_check,dsl,1,1,1
24,24.25,467.2,0,19.29,month-to-month,electronic_check,fiber,1,0,1
41,64.82,2479.88,9,3.58,month-to-month,credit_card,dsl,1,0,0
35,46.52,1710.99,1,16.08,two-year,credit_card,dsl,1,0,0
61,59.27,3350.78,4,17.13,month-to-month,bank_transfer,fiber,1,0,1
38,62.51,2457.93,7,40.58,month-to-month,credit_card,dsl,1,0,1
37,107.94,4116.44,5,12.63,two-year,credit_card,fiber,1,0,1
7,47.03,394.65,2,23.68,month-to-month,credit_card,fiber,0,1,0
1,109.37,76.42,1,83.48,two-year,bank_transfer,fiber,0,0,0
28,62.6,1837.54,7,35.95,month-to-month,mailed_check,fiber,0,0,0
71,52.78,3773.02,5,6.85,one-year,bank_transfer,fiber,1,0,0
66,70.25,4519.78,0,27.65,two-year,credit_card,fiber,0,1,0
45,61.77,3057.21,1,22.43,month-to-month,bank_transfer,fiber,1,0,0
45,45.74,2005.55,6,12.29,two-year,bank_transfer,fiber,0,1,0
28,70.27,2083.92,1,27.88,one-year,electronic_check,dsl,1,1,0
12,35.18,59.37,4,6.76,two-year,electronic_check,dsl,0,0,0
0,55.19,191.47,1,9.6,month-to-month,credit_card,fiber,1,0,0
24,76.58,2058.23,8,14.31,month-to-month,bank_transfer,dsl,0,1,1
22,61.34,1353.96,6,11.83,month-to-month,credit_card,none,1,0,0
13,102.39,1414.89,8,25.79,two-year,electronic_check,dsl,1,0,1
18,45.67,905.84,0,15.74,month-to-month,mailed_check,fiber,0,0,0
1,116.98,20.56,4,10.87,month-to-month,mailed_check,dsl,1,0,1
43,98.47,4316.28,2,35.54,two-year,credit_card,none,1,0,0
66,116.76,7584.87,6,25.1,month-to-month,electronic_check,dsl,1,1,1
49,103.81,4995.38,9,4.35,one-year,electronic_check,dsl,1,0,1
32,34.21,1263.76,2,4.27,month-to-month,mailed_check,fiber,1,0,0
30,72.65,2325.7,8,10.94,one-year,credit_card,dsl,1,0,0
22,37.0,708.04,6,4.92,month-to-month,bank_transfer,dsl,1,1,0
10,101.82,908.16,9,31.73,month-to-month,credit_card,fiber,1,0,1
43,78.42,3275.22,0,9.99,month-to-month,credit_card,fiber,1,0,1
40,46.34,1963.5,10,23.66,month-to-month,electronic_check,dsl,0,0,1
0,112.96,0.0,4,27.38,month-to-month,bank_transfer,fiber,0,1,1
29,31.52,967.59,3,2.36,month-to-month,credit_card,dsl,1,0,0
20,76.39,1639.83,2,10.38,one-year,electronic_check,dsl,1,0,0
12,92.1,1091.96,10,13.8,month-to-month,bank_transfer,fiber,1,0,1
50,25.88,1445.51,9,19.93,month-to-month,mailed_check,dsl,1,0,1
37,79.79,2906.58,1,30.5,month-to-month,electronic_check,fiber,1,0,1
45,101.59,4539.47,4,65.71,month-to-month,mailed_check,dsl,0,0,0
51,26.75,1217.66,8,47.88,one-year,electronic_check,fiber,1,0,1
70,71.22,5137.98,6,15.6,month-to-month,credit_card,fiber,0,0,1
57,45.86,2499.04,2,15.46,two-year,credit_card,dsl,1,0,0
44,86.29,3849.23,3,44.58,one-year,mailed_check,none,1,0,1
63,31.87,1997.11,4,16.27,two-year,credit_card,fiber,0,0,0
34,113.71,3708.22,3,10.19,one-year,bank_transfer,dsl,1,0,1
70,109.47,7571.53,10,32.09,month-to-month,electronic_check,none,1,1,0
54,38.6,2291.83,2,20.65,two-year,credit_card,dsl,0,0,0
46,52.33,2437.43,7,4.2,one-year,credit_card,dsl,1,0,0
65,78.76,4968.03,10,12.72,one-year,bank_transfer,dsl,1,1,0
37,91.81,3442.77,8,5.07,month-to-month,bank_transfer,dsl,1,0,1
51,64.27,3255.85,8,0.94,month-to-month,electronic_check,fiber,0,0,1
20,35.63,1230.71,1,52.33,one-year,credit_card,fiber,0,0,1
69,30.42,2141.75,1,17.89,month-to-month,bank_transfer,fiber,1,0,1
44,119.98,5222.03,8,13.1,one-year,credit_card,dsl,0,0,1
56,65.54,3883.24,8,10.87,month-to-month,electronic_check,dsl,0,0,0
33,107.25,3263.09,8,16.5,month-to-month,credit_card,dsl,1,0,1
62,68.24,4245.03,4,10.75,month-to-month,credit_card,dsl,1,1,0
5,112.24,860.36,5,6.97,month-to-month,electronic_check,none,1,0,0
8,28.78,212.81,0,11.29,month-to-month,credit_card,fiber,1,0,0
36,31.4,870.4,3,41.68,two-year,electronic_check,fiber,0,0,0
52,112.96,5814.53,5,31.58,one-year,credit_card,fiber,0,0,0
58,114.75,6873.68,1,11.3,two-year,credit_card,dsl,1,0,0
31,51.47,1651.98,1,55.87,one-year,credit_card,dsl,0,0,0
46,55.52,2428.09,0,15.46,one-year,mailed_check,fiber,0,0,0
39,65.25,2441.96,2,8.45,month-to-month,bank_transfer,fiber,1,0,0
69,61.62,4167.82,10,21.33,two-year,credit_card,dsl,0,0,0
47,39.0,1887.18,7,46.15,two-year,bank_transfer,dsl,1,1,0
30,109.84,3495.93,10,40.36,one-year,bank_transfer,fiber,1,1,0
69,45.33,3285.63,2,8.82,month-to-month,electronic_check,dsl,1,0,0
7,90.53,702.11,6,5.73,one-year,mailed_check,fiber,0,1,1
70,26.72,1670.65,9,12.16,month-to-month,bank_transfer,dsl,0,1,0
11,23.88,63.49,3,23.97,month-to-month,bank_transfer,fiber,1,0,1
20,85.37,1787.39,7,28.72,one-year,bank_transfer,dsl,1,0,1
59,53.9,2978.28,7,36.56,two-year,mailed_check,fiber,1,0,1
52,85.55,4414.76,9,18.64,month-to-month,bank_transfer,fiber,0,0,0
69,29.4,2074.22,10,19.09,month-to-month,credit_card,dsl,1,0,0
53,114.99,5923.83,6,18.13,two-year,mailed_check,fiber,0,1,1
45,94.85,4114.61,6,33.38,month-to-month,mailed_check,fiber,0,0,0
24,107.63,2569.0,9,29.08,month-to-month,bank_transfer,fiber,0,1,1
0,33.65,75.55,7,8.54,one-year,bank_transfer,none,0,0,1
8,52.02,575.39,3,26.64,two-year,electronic_check,fiber,0,0,1
21,56.83,1284.49,6,31.91,month-to-month,electronic_check,dsl,0,1,1
2,73.72,158.49,6,33.68,month-to-month,bank_transfer,dsl,1,0,0
36,49.69,1676.91,2,20.67,month-to-month,bank_transfer,dsl,1,0,0
55,26.06,1272.66,5,19.85,month-to-month,bank_transfer,fiber,0,0,1
69,56.89,3848.78,6,15.98,one-year,bank_transfer,none,0,0,0
35,45.45,1652.24,9,17.27,two-year,credit_card,fiber,1,0,0
63,58.59,3741.66,6,50.28,month-to-month,electronic_check,dsl,0,0,1
70,39.7,2464.01,1,17.71,month-to-month,credit_card,none,0,0,0
61,46.19,2699.74,10,9.15,month-to-month,bank_transfer,fiber,1,0,1
33,82.7,2909.78,6,20.99,month-to-month,electronic_check,dsl,1,0,0
23,58.82,1364.74,3,28.33,month-to-month,bank_transfer,none,1,0,0
70,54.54,3605.25,8,32.73,month-to-month,credit_card,dsl,0,0,0
17,73.39,1601.0,4,6.9,one-year,mailed_check,fiber,0,0,1
29,97.19,2814.17,4,43.59,month-to-month,credit_card,fiber,0,0,1
5,57.89,347.1,9,27.59,one-year,mailed_check,none,1,1,0
57,78.75,4548.68,9,41.96,month-to-month,credit_card,dsl,0,1,1
46,116.62,5309.38,5,4.73,two-year,bank_transfer,dsl,0,0,1
6,72.2,324.06,4,34.56,two-year,electronic_check,fiber,0,0,1
15,110.98,1982.95,9,6.59,month-to-month,bank_transfer,fiber,1,0,1
39,99.37,4025.91,1,13.33,month-to-month,bank_transfer,dsl,0,0,0
38,25.87,1106.35,8,28.22,one-year,credit_card,dsl,0,0,0
57,62.91,3672.31,6,6.01,month-to-month,electronic_check,none,1,1,0
19,89.83,1556.27,9,10.69,month-to-month,credit_card,fiber,1,0,1
66,118.67,8023.85,4,4.64,month-to-month,electronic_check,dsl,1,1,0
32,65.84,1980.41,9,27.71,two-year,electronic_check,dsl,1,0,0
59,29.28,1770.01,0,8.42,month-to-month,bank_transfer,fiber,0,0,0
17,76.2,1049.49,8,16.87,month-to-month,credit_card,fiber,1,0,1
2,32.66,0.0,0,22.46,month-to-month,bank_transfer,fiber,0,0,0
3,95.15,333.19,7,20.81,one-year,electronic_check,fiber,1,0,1
26,70.77,1718.66,2,19.46,month-to-month,credit_card,dsl,0,0,0
68,92.34,5980.74,10,19.43,two-year,electronic_check,fiber,1,0,1
3,106.94,401.91,8,4.96,one-year,credit_card,dsl,1,1,1
26,82.89,2473.15,1,13.91,month-to-month,credit_card,fiber,0,0,0
7,81.24,777.11,9,19.3,month-to-month,electronic_check,dsl,0,1,1
67,95.46,6357.22,2,17.79,two-year,credit_card,dsl,1,0,0
48,104.25,5005.33,6,15.19,one-year,credit_card,dsl,0,0,1
54,106.91,5906.3,0,9.43,month-to-month,electronic_check,dsl,1,0,1
51,23.64,1373.96,1,20.49,month-to-month,electronic_check,fiber,0,0,0
47,75.62,3502.61,2,23.31,month-to-month,credit_card,fiber,1,0,0
55,41.63,2294.78,5,11.88,month-to-month,credit_card,fiber,1,0,1
0,106.03,45.09,5,32.88,month-to-month,bank_transfer,fiber,1,0,1
62,84.84,5343.16,9,44.2,month-to-month,electronic_check,fiber,1,1,1
53,62.02,3267.1,1,17.12,month-to-month,bank_transfer,dsl,1,0,0
53,38.81,2038.92,8,8.71,two-year,electronic_check,fiber,1,0,1
28,53.9,1716.17,0,5.94,one-year,electronic_check,dsl,1,0,0
57,90.38,5333.09,3,13.17,two-year,mailed_check,dsl,1,0,1
27,40.44,1163.49,1,16.19,one-year,bank_transfer,dsl,0,0,0
3,29.36,345.95,1,5.65,one-year,credit_card,dsl,0,0,0
65,108.8,7014.03,6,12.86,month-to-month,credit_card,fiber,0,1,1
16,96.42,1786.17,9,31.72,one-year,credit_card,dsl,1,1,1
7,39.98,361.24,7,1.93,month-to-month,bank_transfer,dsl,1,0,1
44,49.23,2656.77,9,17.94,month-to-month,mailed_check,fiber,0,1,0
16,117.21,1696.49,6,10.63,two-year,bank_transfer,dsl,1,0,0
61,90.82,5436.62,0,16.57,two-year,credit_card,fiber,0,0,0
31,81.05,2575.37,3,45.78,month-to-month,bank_transfer,dsl,1,0,1
0,50.76,59.59,9,15.99,one-year,mailed_check,fiber,1,1,0
68,49.91,3686.4,0,14.28,month-to-month,credit_card,fiber,1,0,0
37,23.95,785.89,1,26.48,month-to-month,electronic_check,dsl,1,0,0
18,92.85,1807.04,9,20.69,month-to-month,electronic_check,fiber,1,0,0
48,24.32,1341.73,0,18.0,month-to-month,bank_transfer,fiber,0,0,0
38,20.49,884.32,10,21.23,one-year,electronic_check,dsl,1,1,1
2,92.95,41.75,8,37.69,month-to-month,bank_transfer,fiber,0,0,1
54,114.89,6415.22,7,30.34,month-to-month,credit_card,fiber,1,0,1
28,95.65,2862.6,5,13.52,two-year,bank_transfer,dsl,1,0,1
50,67.16,3447.94,0,44.18,month-to-month,credit_card,dsl,0,0,0
64,68.6,4421.05,4,11.17,month-to-month,electronic_check,dsl,0,1,0
43,63.61,2769.15,8,17.94,month-to-month,electronic_check,fiber,1,1,1
48,52.46,2506.27,9,19.48,month-to-month,bank_transfer,none,1,0,1
18,72.17,1395.18,4,13.03,month-to-month,electronic_check,fiber,0,0,0
17,63.12,1077.71,9,41.06,one-year,credit_card,none,1,1,0
29,79.82,2187.5,8,12.52,two-year,credit_card,dsl,0,1,1
61,109.81,6541.12,0,15.05,month-to-month,electronic_check,fiber,1,0,1
37,119.5,4308.69,6,33.39,month-to-month,credit_card,none,1,0,1
25,27.87,730.07,6,11.51,month-to-month,electronic_check,fiber,0,0,0
56,58.47,3270.28,5,5.43,two-year,credit_card,dsl,1,0,0
61,38.07,2354.57,8,18.32,month-to-month,electronic_check,dsl,0,0,0
64,55.21,3608.56,9,7.04,month-to-month,bank_transfer,dsl,1,0,0
21,48.75,929.65,6,6.35,two-year,bank_transfer,fiber,0,0,0
51,37.45,2129.8,3,1.98,one-year,electronic_check,none,1,0,0
42,96.41,4009.06,10,2.33,month-to-month,bank_transfer,dsl,0,1,1
32,69.63,2163.15,10,2.55,month-to-month,credit_card,dsl,1,0,1
28,111.92,3206.12,7,48.06,month-to-month,mailed_check,dsl,0,0,1
8,23.26,0.0,7,2.53,two-year,bank_transfer,fiber,1,0,0
19,26.7,388.72,1,6.88,month-to-month,credit_card,fiber,0,0,0
39,60.33,2500.03,4,15.24,month-to-month,bank_transfer,dsl,0,1,1
63,28.03,1505.28,2,25.67,one-year,electronic_check,fiber,1,0,0
62,46.27,3036.38,5,27.53,month-to-month,electronic_check,dsl,1,0,0
13,118.6,1768.47,9,8.71,month-to-month,electronic_check,fiber,1,1,1
48,40.9,1907.78,2,17.7,two-year,bank_transfer,fiber,1,0,0
6,39.81,282.63,10,14.91,month-to-month,credit_card,dsl,0,0,0
48,77.36,3881.14,1,16.96,two-year,credit_card,fiber,1,0,0
24,69.8,1605.18,1,18.67,one-year,credit_card,fiber,0,0,0
32,78.04,2627.45,10,22.41,month-to-month,electronic_check,fiber,1,0,1
51,57.67,2840.5,1,10.47,one-year,credit_card,fiber,1,0,0
30,102.68,3008.76,8,12.59,one-year,electronic_check,fiber,0,0,1
58,33.86,1843.98,8,63.87,one-year,electronic_check,dsl,0,0,0
38,62.84,2439.32,3,11.0,one-year,electronic_check,none,1,0,0
71,88.98,6491.28,0,17.93,month-to-month,credit_card,none,1,0,0
45,106.82,4779.28,3,15.01,month-to-month,credit_card,dsl,0,0,0
21,56.96,1005.47,0,17.42,one-year,mailed_check,none,0,0,0
55,76.77,4059.94,7,33.99,month-to-month,electronic_check,fiber,0,1,1
29,26.91,839.58,9,14.36,month-to-month,bank_transfer,dsl,1,1,1
38,37.03,1683.76,10,6.11,month-to-month,electronic_check,fiber,1,0,1
9,26.91,301.25,8,10.31,month-to-month,mailed_check,dsl,0,0,1
8,92.79,684.29,8,14.38,one-year,credit_card,fiber,1,0,1
41,48.81,2116.14,9,19.11,two-year,mailed_check,none,1,0,1
13,92.37,1164.89,8,8.75,two-year,credit_card,dsl,1,0,0
71,26.64,1834.7,7,9.59,month-to-month,mailed_check,fiber,0,0,0
61,106.25,6337.48,10,19.62,month-to-month,credit_card,dsl,0,0,1
50,103.55,5388.77,3,20.12,two-year,credit_card,fiber,0,0,1
52,28.89,1121.4,4,30.81,month-to-month,credit_card,fiber,1,0,1
42,22.38,1059.64,9,10.21,one-year,electronic_check,dsl,0,1,1
4,25.63,32.96,3,23.98,one-year,mailed_check,fiber,0,0,0
28,105.36,2888.53,3,15.03,month-to-month,credit_card,dsl,1,0,1
35,43.47,1775.3,1,11.44,month-to-month,bank_transfer,fiber,1,0,0
65,74.83,4756.83,3,15.41,one-year,credit_card,fiber,0,0,0
15,62.62,837.29,6,17.06,month-to-month,credit_card,fiber,0,0,1
35,99.55,3464.69,9,5.5,two-year,electronic_check,dsl,0,0,0
24,68.89,1715.44,1,5.92,one-year,credit_card,fiber,0,0,0
9,70.07,564.35,7,26.29,month-to-month,mailed_check,fiber,0,0,1
7,118.91,596.29,8,12.35,one-year,mailed_check,fiber,0,0,1
26,35.01,780.41,9,19.22,month-to-month,credit_card,fiber,0,0,0
5,103.07,707.55,8,25.76,month-to-month,bank_transfer,fiber,1,0,1
4,25.17,111.9,1,15.48,two-year,mailed_check,dsl,1,1,1
25,67.76,1761.66,5,24.29,one-year,mailed_check,dsl,0,0,0
14,108.63,1481.61,10,17.14,one-year,electronic_check,none,1,0,1
39,86.52,3275.36,9,17.73,two-year,credit_card,dsl,0,0,1
1,88.52,340.16,6,35.86,month-to-month,credit_card,none,1,0,0
21,46.33,944.7,10,14.24,month-to-month,electronic_check,fiber,1,0,1
32,61.86,1913.01,7,26.5,month-to-month,bank_transfer,none,1,0,1
69,56.66,4073.96,0,4.59,month-to-month,electronic_check,fiber,1,0,0
45,72.14,3137.95,10,18.72,month-to-month,electronic_check,fiber,0,0,1
63,66.22,4082.65,1,41.98,month-to-month,bank_transfer,fiber,0,1,0
24,52.69,1266.1,4,66.84,one-year,credit_card,fiber,1,0,0
32,50.55,1617.64,2,4.83,month-to-month,bank_transfer,dsl,0,1,0
30,45.09,1391.64,7,12.3,one-year,mailed_check,dsl,1,1,0
63,56.5,3873.25,0,7.18,two-year,bank_transfer,dsl,1,1,0
69,34.99,2464.75,7,14.67,two-year,credit_card,none,0,0,0
69,107.21,7040.78,9,29.49,month-to-month,mailed_check,dsl,1,1,0
54,80.21,4380.28,8,36.72,two-year,electronic_check,fiber,1,0,1
36,33.38,1207.36,3,37.51,two-year,bank_transfer,fiber,1,1,0
38,89.39,3403.34,9,4.4,month-to-month,electronic_check,dsl,1,0,1
70,104.77,7370.79,3,16.79,month-to-month,bank_transfer,none,1,0,0
20,43.75,870.7,7,10.04,month-to-month,mailed_check,dsl,0,0,0
24,35.06,833.55,5,14.03,one-year,mailed_check,fiber,1,0,0
64,20.86,1427.0,0,11.23,one-year,credit_card,fiber,0,0,0
27,24.73,586.4,0,4.63,month-to-month,bank_transfer,dsl,0,0,0
16,96.23,1397.53,2,36.96,one-year,credit_card,dsl,1,0,0
40,118.72,5202.37,10,8.82,month-to-month,electronic_check,fiber,0,0,0
23,24.49,455.89,10,10.2,month-to-month,electronic_check,dsl,0,0,1
64,94.81,6082.86,4,42.15,two-year,bank_transfer,fiber,0,0,1
65,27.19,1543.0,10,3.84,two-year,mailed_check,fiber,1,0,0
22,79.21,1760.09,0,22.18,one-year,bank_transfer,dsl,1,0,0
38,95.61,3493.2,10,32.31,month-to-month,electronic_check,dsl,0,0,1
70,55.92,3848.03,2,39.97,month-to-month,electronic_check,dsl,1,0,0
53,21.09,1274.53,0,21.13,month-to-month,bank_transfer,fiber,0,0,0
15,79.52,1263.6,8,26.83,month-to-month,credit_card,fiber,1,0,1
42,119.12,5088.3,4,32.3,month-to-month,electronic_check,dsl,1,1,1
44,45.76,1747.76,3,14.85,two-year,electronic_check,fiber,0,0,1
47,38.95,2106.18,8,7.78,one-year,credit_card,fiber,1,0,0
1,32.39,0.0,3,44.24,month-to-month,electronic_check,fiber,1,0,1
21,75.53,1815.41,8,24.88,month-to-month,bank_transfer,dsl,0,1,1
61,79.64,5011.27,2,16.77,month-to-month,bank_transfer,dsl,0,0,0
17,99.23,1773.51,0,4.88,month-to-month,electronic_check,dsl,1,0,1
21,95.31,1873.26,3,1.5,one-year,bank_transfer,fiber,0,0,0
23,109.25,2535.49,6,21.88,month-to-month,electronic_check,fiber,1,0,0
12,100.58,1136.32,2,1.37,two-year,electronic_check,dsl,1,0,1
11,44.73,496.39,1,16.64,month-to-month,credit_card,dsl,0,1,0
24,75.59,1776.68,8,9.18,month-to-month,bank_transfer,fiber,0,1,0
62,49.74,2778.09,5,11.21,two-year,credit_card,dsl,0,0,0
0,52.98,168.27,4,37.78,month-to-month,credit_card,fiber,0,0,1
20,113.19,2251.63,2,9.25,month-to-month,electronic_check,fiber,1,0,0
4,88.19,280.04,0,17.26,one-year,credit_card,dsl,1,1,0
40,117.46,4614.35,0,9.29,month-to-month,mailed_check,fiber,0,1,0
18,61.69,1164.19,7,20.45,month-to-month,bank_transfer,dsl,1,0,1
57,73.74,4069.12,0,18.42,month-to-month,credit_card,fiber,0,0,0
42,68.71,2547.54,2,16.64,month-to-month,mailed_check,dsl,0,0,1
56,30.73,1781.95,10,32.38,month-to-month,bank_transfer,fiber,1,0,1
45,43.67,2043.02,3,3.85,month-to-month,electronic_check,fiber,0,0,0
31,72.76,2225.62,8,2.84,one-year,electronic_check,dsl,1,0,1
61,26.74,1458.95,3,5.78,two-year,mailed_check,fiber,0,0,0
34,113.15,3860.44,10,18.49,month-to-month,credit_card,fiber,1,0,1
68,32.38,1982.16,9,22.99,month-to-month,credit_card,none,1,1,1
71,39.8,2671.72,5,0.45,month-to-month,mailed_check,dsl,0,0,0
42,96.53,3941.66,7,22.78,month-to-month,credit_card,dsl,1,0,1
48,29.69,1551.71,4,12.55,month-to-month,electronic_check,dsl,0,0,0
18,110.03,1926.15,10,45.0,one-year,electronic_check,fiber,0,0,1
58,92.57,5301.88,3,21.61,month-to-month,electronic_check,fiber,0,0,1
48,26.86,1582.48,9,41.6,month-to-month,electronic_check,dsl,1,0,1
64,89.18,5760.39,6,36.53,one-year,mailed_check,fiber,1,0,0
19,83.16,1630.89,7,12.55,two-year,credit_card,dsl,1,0,0
56,95.73,5305.42,3,29.58,month-to-month,electronic_check,fiber,1,0,1
33,102.82,3303.6,9,12.53,month-to-month,electronic_check,fiber,0,0,1
13,91.84,865.96,8,48.7,two-year,bank_transfer,fiber,1,1,0
12,78.62,1088.75,8,13.49,month-to-month,mailed_check,fiber,1,0,1
40,52.25,2157.25,8,23.77,one-year,bank_transfer,dsl,1,0,1
23,89.73,2036.92,1,54.73,one-year,credit_card,fiber,1,0,1
7,115.7,789.32,9,24.51,month-to-month,mailed_check,fiber,1,1,1
30,78.75,2472.92,9,11.52,month-to-month,mailed_check,dsl,0,0,0
47,86.43,3829.0,2,5.16,month-to-month,credit_card,fiber,1,0,0
22,63.71,1313.14,10,3.89,month-to-month,electronic_check,fiber,1,0,1
68,95.61,6331.03,5,22.7,month-to-month,credit_card,none,1,0,1
56,119.77,6972.85,3,15.4,one-year,credit_card,fiber,0,0,1
36,36.04,1428.79,2,5.88,one-year,credit_card,dsl,0,1,0
67,40.24,2365.68,4,27.43,two-year,mailed_check,fiber,1,0,0
31,73.94,2065.08,0,27.17,two-year,credit_card,dsl,1,0,0
10,68.14,661.55,7,15.19,one-year,credit_card,dsl,1,0,0
2,77.16,83.45,7,42.81,month-to-month,electronic_check,fiber,1,0,1
67,24.91,1470.31,7,3.15,month-to-month,bank_transfer,dsl,1,0,0
69,60.43,4461.38,6,11.88,one-year,credit_card,dsl,1,0,0
53,78.3,4196.78,3,24.42,one-year,credit_card,fiber,0,0,1
7,78.52,620.86,7,6.55,month-to-month,electronic_check,dsl,0,0,1
21,85.73,1696.53,9,29.32,one-year,electronic_check,fiber,1,1,0
2,92.02,292.38,0,35.34,month-to-month,electronic_check,fiber,0,0,1
3,84.15,195.39,4,0.87,month-to-month,credit_card,fiber,0,0,1
17,99.02,1640.84,10,43.77,two-year,bank_transfer,dsl,1,0,0
41,82.48,3473.33,9,23.39,month-to-month,electronic_check,fiber,0,0,0
4,73.75,50.65,10,10.76,month-to-month,credit_card,fiber,1,0,1
70,80.62,5882.95,2,4.25,one-year,credit_card,fiber,0,0,0
32,30.12,991.2,5,32.04,one-year,bank_transfer,dsl,1,1,0
18,47.32,1043.9,1,5.59,month-to-month,bank_transfer,dsl,0,0,1
37,72.74,2530.07,9,23.36,one-year,credit_card,fiber,1,0,1
56,107.3,5870.33,5,5.82,month-to-month,mailed_check,dsl,1,0,1
22,87.91,1759.73,2,16.35,one-year,bank_transfer,fiber,0,0,0
3,29.04,124.66,0,31.07,month-to-month,electronic_check,fiber,0,0,0
3,79.23,247.59,8,10.88,two-year,credit_card,fiber,0,0,0
61,42.17,2502.71,8,43.58,one-year,electronic_check,none,0,0,0
8,93.4,595.09,9,24.82,month-to-month,electronic_check,fiber,0,1,0
45,102.74,4433.31,10,6.57,month-to-month,mailed_check,none,0,0,1
27,79.35,2135.18,8,4.61,month-to-month,bank_transfer,fiber,1,0,1
55,79.14,4282.86,8,8.34,one-year,electronic_check,dsl,0,0,1
4,53.86,112.6,8,15.76,one-year,bank_transfer,fiber,0,0,1
64,64.63,4368.38,10,46.34,one-year,electronic_check,fiber,0,1,0
50,106.41,5308.15,5,52.23,two-year,mailed_check,none,1,0,0
32,92.33,3145.07,8,10.54,month-to-month,electronic_check,dsl,1,0,1
14,71.98,927.73,9,10.26,one-year,electronic_check,dsl,1,0,1
70,56.82,4014.12,1,27.8,month-to-month,mailed_check,fiber,1,0,0
21,25.04,517.52,7,27.64,one-year,mailed_check,dsl,1,0,0
35,34.3,945.86,3,39.01,month-to-month,credit_card,fiber,0,1,1
28,39.3,1314.65,1,39.71,one-year,credit_card,fiber,0,0,1
16,57.34,897.17,1,7.83,month-to-month,electronic_check,dsl,1,0,1
29,114.41,3429.85,1,3.71,month-to-month,mailed_check,dsl,0,0,0
